Standort,Anzahl Teilnehmer,davon bestanden,Bestehensquote,ø Gesamtpunktzahl,Note 1,Note 1 in Prozent,Note 2,Note 2 in Prozent,Note 3,Note 3 in Prozent,Note 4,Note 4 in Prozent,Note 5,Note 5 in Prozent,Note 6,Note 6 in Prozent,modules
Cottbus,4,4,1000,69,0,00,1,250,0,00,3,750,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Darmstadt,16,14,875,73,0,00,7,438,5,313,3,188,1,63,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Dortmund,91,76,835,70,0,00,27,297,33,363,21,231,8,88,2,22,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Dresden,31,23,742,63,0,00,3,97,9,290,16,516,3,97,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Düsseldorf,60,51,850,71,1,17,19,317,23,383,13,217,3,50,1,17,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Erfurt,25,21,840,72,0,00,8,320,9,360,6,240,1,40,1,40,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
"Essen,MülheimanderRuhr,OberhausenEssen",70,60,857,71,1,14,19,271,27,386,19,271,4,57,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Flensburg,11,10,909,74,0,00,5,455,3,273,3,273,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
FrankfurtamMain,66,61,924,72,1,15,17,258,29,439,16,242,1,15,2,30,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Fulda,7,5,714,66,1,143,3,429,1,143,0,00,0,00,2,286,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Gießen-Friedberg,13,9,692,67,0,00,2,154,5,385,5,385,1,77,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Halle-Dessau,15,15,1000,75,1,67,5,333,6,400,3,200,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Hamburg,162,140,864,70,8,49,39,241,57,352,45,278,12,74,1,06,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Hanau-Gelnhausen-Schlüchtern,5,5,1000,79,0,00,2,400,3,600,0,00,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Hannover,82,72,878,75,6,73,26,317,32,390,14,171,4,49,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Heilbronn-Franken,23,22,957,70,0,00,4,174,11,478,7,304,1,43,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Hochrhein-Bodensee,5,4,800,71,0,00,2,400,2,400,0,00,1,200,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Karlsruhe,34,25,735,66,2,59,6,176,10,294,11,324,4,118,1,29,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Kassel-Marburg,40,30,750,68,1,25,10,250,18,450,4,100,4,100,3,75,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Kiel,39,35,897,74,1,26,17,436,12,308,6,154,3,77,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Koblenz,41,41,1000,80,8,195,17,415,10,244,6,146,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Köln,82,73,890,68,0,00,16,195,33,402,26,317,5,61,2,24,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Lahn-Dill,3,2,667,74,1,333,0,00,1,333,0,00,1,333,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Leipzig,35,26,743,65,0,00,7,200,15,429,8,229,3,86,2,57,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Limburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
LippeDetmold,17,17,1000,88,6,353,9,529,2,118,0,00,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Lübeck,26,19,731,73,2,77,10,385,5,192,6,231,3,115,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Lüneburg-Wolfsburg,19,14,737,62,0,00,1,53,6,316,9,474,2,105,1,53,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Magdeburg,15,13,867,76,1,67,7,467,4,267,2,133,0,00,1,67,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
MittlererNiederrheinKrefeld-Mönchengladbach-Neuss,39,24,615,67,1,26,6,154,13,333,14,359,5,128,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
MittleresRuhrgebiet,12,11,917,71,1,83,2,167,5,417,3,250,1,83,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
MünchenundOberbayern,179,153,855,74,5,28,56,313,78,436,32,179,5,28,3,17,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
NeubrandenburgdasöstlicheMecklenburg-Vorpommern,4,2,500,59,0,00,0,00,1,250,2,500,1,250,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
NiederbayerninPassau,18,16,889,70,0,00,5,278,8,444,3,167,1,56,1,56,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
NiederrheinischeIHKDuisburg-Wesel-KleveDuisburg,28,19,679,62,0,00,6,214,8,286,5,179,7,250,2,71,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
NordWestfalen,80,74,925,75,3,38,24,300,38,475,11,138,4,50,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Nordschwarzwald,18,10,556,62,0,00,1,56,8,444,3,167,5,278,1,56,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
NürnbergMittelfranken,109,93,853,74,4,37,41,376,42,385,13,119,8,73,1,09,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
OberfrankenBayreuth,16,16,1000,81,1,63,8,500,6,375,1,63,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
OffenbachamMain,7,7,1000,78,0,00,4,571,2,286,1,143,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
OldenburgischeIndustrie-undHandelskammer,23,21,913,77,4,174,7,304,8,348,3,130,0,00,1,43,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Osnabrück-Emsland,25,23,920,74,1,40,8,320,11,440,3,120,2,80,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Ostbrandenburg,3,3,1000,61,0,00,0,00,1,333,2,667,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
OstfrieslandundPapenburg,5,5,1000,65,0,00,1,200,0,00,4,800,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
OstthüringenGera,12,9,750,64,0,00,2,167,4,333,4,333,2,167,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
OstwestfalenBielefeld,96,85,885,72,3,31,26,271,42,438,18,188,2,21,5,52,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Ostwürttemberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Potsdam,11,10,909,73,0,00,3,273,5,455,3,273,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
RegensburgOberpfalz/Kelheim,41,41,1000,82,3,73,24,585,11,268,3,73,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
RegionStuttgart,101,95,941,74,4,40,31,307,43,426,19,188,3,30,1,10,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Reutlingen,17,17,1000,81,1,59,9,529,7,412,0,00,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Rhein-Neckar,42,34,810,69,1,24,9,214,18,429,11,262,2,48,1,24,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Rheinhessen,16,14,875,69,0,00,3,188,8,500,3,188,2,125,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Rostock,12,8,667,57,0,00,1,83,2,167,7,583,1,83,1,83,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Saarland,18,15,833,71,0,00,7,389,7,389,2,111,1,56,1,56,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Schwaben,46,40,870,75,1,22,12,261,26,565,5,109,2,43,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Schwarzwald-Baar-Heuberg,5,3,600,65,0,00,1,200,2,400,1,200,0,00,1,200,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Schwerin,4,4,1000,84,0,00,3,750,0,00,1,250,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Siegen,15,7,467,55,0,00,0,00,4,267,6,400,4,267,1,67,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
StadedenElbe-Weser-Raum,8,8,1000,76,0,00,2,250,6,750,0,00,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
SüdlicherOberrhein,18,17,944,76,0,00,8,444,8,444,1,56,1,56,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Südthüringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
SüdwestfälischeHagen,10,8,800,63,0,00,1,100,4,400,3,300,1,100,1,100,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Trier,7,5,714,66,0,00,0,00,3,429,3,429,1,143,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Ulm,6,6,1000,76,0,00,2,333,4,667,0,00,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Wiesbaden,17,13,765,62,0,00,3,176,7,412,3,176,2,118,2,118,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Wuppertal-Solingen-Remscheid,26,26,1000,82,5,192,13,500,5,192,3,115,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
Würzburg-Schweinfurt,23,18,783,68,2,87,3,130,8,348,6,261,4,174,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
bundesweit,2508,2129,849,71,85,34,721,287,958,382,520,207,162,65,62,25,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
diePfalzinLudwigshafenamRhein,19,16,842,67,0,00,2,105,9,474,5,263,3,158,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Softwareprojektes', 'Planen eines Softwareproduktes', 'Entwicklung und Umsetzung von Algorithmen', 'Wirtschafts- und Sozialkunde']"
