Standort,Anzahl Teilnehmer,davon bestanden,Bestehensquote,ø Gesamtpunktzahl,Note 1,Note 1 in Prozent,Note 2,Note 2 in Prozent,Note 3,Note 3 in Prozent,Note 4,Note 4 in Prozent,Note 5,Note 5 in Prozent,Note 6,Note 6 in Prozent,modules
Region Stuttgart,7,7,1000,83,0,00,6,857,1,143,0,00,0,00,0,00,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Reutlingen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Rhein-Neckar,3,3,1000,74,0,00,2,667,0,00,1,333,0,00,0,00,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Rheinhessen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Rostock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Saarland,26,24,923,73,1,38,12,462,8,308,3,115,0,00,2,77,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Schwaben,8,7,875,68,0,00,2,250,4,500,1,125,1,125,0,00,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Schwarzwald-Baar-Heuberg,4,4,1000,81,0,00,3,750,1,250,0,00,0,00,0,00,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Schwerin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Siegen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Stade für den Elbe-Weser-Raum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Südlicher Oberrhein,5,5,1000,72,0,00,0,00,5,1000,0,00,0,00,0,00,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Südthüringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Südwestfälische Hagen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Trier,3,3,1000,83,0,00,2,667,1,333,0,00,0,00,0,00,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Ulm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Wiesbaden,3,3,1000,79,0,00,2,667,1,333,0,00,0,00,0,00,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Wuppertal-Solingen-Remscheid,5,4,800,69,1,200,3,600,0,00,0,00,0,00,1,200,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
Würzburg-Schweinfurt,3,3,1000,76,0,00,0,00,3,1000,0,00,0,00,0,00,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
bundesweit,278,266,957,73,7,25,99,356,108,388,53,191,7,25,4,14,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
die Pfalz in Ludwigshafen am Rhein,3,3,1000,73,0,00,1,333,1,333,1,333,0,00,0,00,"['Gestaltung und Vertrieb von Dienstleistungen', 'Projektmanagement im Dialogmarketing', 'Wirtschafts- und Sozialkunde', 'Fallbezogenes Fachgespräch']"
