Standort,Anzahl Teilnehmer,davon bestanden,Bestehensquote,ø Gesamtpunktzahl,Note 1,Note 1 in Prozent,Note 2,Note 2 in Prozent,Note 3,Note 3 in Prozent,Note 4,Note 4 in Prozent,Note 5,Note 5 in Prozent,Note 6,Note 6 in Prozent,modules
Kiel,12,11,917,72,0,00,3,250,7,583,1,83,1,83,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Koblenz,18,17,944,71,0,00,5,278,5,278,8,444,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Köln,53,47,887,67,0,00,9,170,25,472,14,264,4,75,1,19,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Lahn-Dill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Leipzig,22,18,818,66,0,00,3,136,8,364,9,409,2,91,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Limburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Lippe zu Detmold,8,8,1000,70,0,00,1,125,5,625,2,250,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Lübeck,12,12,1000,73,0,00,3,250,5,417,4,333,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Lüneburg-Wolfsburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Magdeburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Mittlerer Niederrhein Krefeld-Mönchengladbach-Neuss,14,14,1000,73,0,00,3,214,8,571,3,214,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Mittleres Ruhrgebiet,9,9,1000,78,0,00,4,444,5,556,0,00,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
München und Oberbayern,52,49,942,70,1,19,9,173,27,519,13,250,1,19,1,19,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Neubrandenburg für das östliche Mecklenburg-Vorpommern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Niederbayern in Passau,9,8,889,71,0,00,3,333,4,444,1,111,1,111,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Niederrheinische Duisburg-Wesel-Kleve zu Duisburg,8,5,625,68,1,125,1,125,3,375,2,250,1,125,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Nord Westfalen,41,38,927,74,1,24,14,341,14,341,10,244,2,49,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Nordschwarzwald,17,13,765,71,0,00,8,471,3,176,4,235,1,59,1,59,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Nürnberg für Mittelfranken,21,20,952,76,2,95,7,333,8,381,3,143,1,48,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Oberfranken Bayreuth,7,7,1000,79,0,00,3,429,4,571,0,00,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Offenbach am Main,5,5,1000,69,0,00,1,200,2,400,2,400,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Oldenburgische Industrie- und Handelskammer,10,9,900,74,0,00,4,400,4,400,2,200,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Osnabrück-Emsland,15,14,933,71,0,00,5,333,4,267,5,333,1,67,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Ostbrandenburg,5,5,1000,77,0,00,1,200,4,800,0,00,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Ostfriesland und Papenburg,7,5,714,60,0,00,0,00,2,286,5,714,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Ostthüringen zu Gera,4,4,1000,83,0,00,3,750,1,250,0,00,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Ostwestfalen zu Bielefeld,53,51,962,73,1,19,18,340,22,415,10,189,1,19,1,19,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Ostwürttemberg,4,4,1000,81,0,00,3,750,1,250,0,00,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Potsdam,6,6,1000,73,0,00,1,167,4,667,1,167,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Regensburg für Oberpfalz / Kelheim,11,10,909,73,0,00,4,364,4,364,3,273,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Region Stuttgart,28,27,964,77,0,00,13,464,12,429,2,71,0,00,1,36,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Reutlingen,3,3,1000,74,0,00,1,333,1,333,1,333,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Rhein-Neckar,15,14,933,76,0,00,8,533,3,200,3,200,1,67,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Rheinhessen,6,5,833,67,0,00,1,167,4,667,0,00,1,167,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Rostock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Saarland,8,8,1000,78,0,00,5,625,1,125,2,250,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Schwaben,23,23,1000,73,0,00,5,217,13,565,5,217,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Schwarzwald-Baar-Heuberg,3,3,1000,81,0,00,1,333,2,667,0,00,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Schwerin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Siegen,10,9,900,74,0,00,4,400,4,400,1,100,1,100,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Stade für den Elbe-Weser-Raum,6,6,1000,75,0,00,0,00,6,1000,0,00,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Südlicher Oberrhein,6,6,1000,81,0,00,3,500,3,500,0,00,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Südthüringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Südwestfälische Hagen,18,17,944,74,0,00,7,389,8,444,2,111,1,56,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Trier,4,4,1000,69,0,00,0,00,3,750,1,250,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Ulm,5,5,1000,78,0,00,3,600,1,200,1,200,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Wiesbaden,9,5,556,54,0,00,0,00,1,111,4,444,4,444,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Wuppertal-Solingen-Remscheid,15,14,933,69,0,00,3,200,6,400,5,333,1,67,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
Würzburg-Schweinfurt,10,10,1000,75,0,00,4,400,3,300,3,300,0,00,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
bundesweit,984,899,914,71,12,12,268,272,421,428,221,225,52,53,10,10,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
die Pfalz in Ludwigshafen am Rhein,8,7,875,74,1,125,2,250,3,375,1,125,1,125,0,00,"['Sortimentsbewirtschaftung und Vertragsanbahnu', 'Geschäftsprozesse im E-Commerce', 'Kundenkommunikation im E-Commerce', 'Fachgespräch zu einem projektbezogenen Prozes', 'Wirtschafts- und Sozialkunde']"
