Standort,Anzahl Teilnehmer,davon bestanden,Bestehensquote,ø Gesamtpunktzahl,Note 1,Note 1 in Prozent,Note 2,Note 2 in Prozent,Note 3,Note 3 in Prozent,Note 4,Note 4 in Prozent,Note 5,Note 5 in Prozent,Note 6,Note 6 in Prozent,modules
OberfrankenBayreuth,24,21,875,71,0,00,7,292,11,458,5,208,1,42,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
OffenbachamMain,27,20,741,69,0,00,4,148,13,481,8,296,2,74,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
OldenburgischeIndustrie-undHandelskammer,37,29,784,66,2,54,6,162,15,405,7,189,5,135,2,54,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Osnabrück-Emsland,28,23,821,66,1,36,5,179,9,321,9,321,3,107,1,36,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Ostbrandenburg,17,14,824,65,1,59,1,59,6,353,6,353,3,176,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
OstfrieslandundPapenburg,12,11,917,68,0,00,2,167,3,250,7,583,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
OstthüringenGera,14,10,714,67,0,00,4,286,4,286,5,357,1,71,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
OstwestfalenBielefeld,116,101,871,71,5,43,25,216,45,388,33,284,8,69,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Ostwürttemberg,4,4,1000,74,0,00,2,500,1,250,1,250,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Potsdam,23,18,783,63,0,00,1,43,9,391,10,435,2,87,1,43,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
RegensburgOberpfalz/Kelheim,50,45,900,72,3,60,12,240,19,380,13,260,1,20,2,40,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
RegionStuttgart,92,86,935,70,4,43,20,217,30,326,32,348,6,65,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Reutlingen,20,20,1000,80,2,100,9,450,9,450,0,00,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Rhein-Neckar,26,21,808,70,0,00,6,231,12,462,3,115,5,192,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Rheinhessen,26,23,885,65,1,38,2,77,7,269,15,577,1,38,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Rostock,26,16,615,56,0,00,1,38,5,192,14,538,4,154,2,77,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Saarland,54,42,778,65,1,19,11,204,18,333,17,315,4,74,3,56,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Schwaben,78,64,821,71,4,51,22,282,28,359,17,218,5,64,2,26,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Schwarzwald-Baar-Heuberg,19,17,895,72,1,53,3,158,12,632,2,105,0,00,1,53,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Schwerin,8,4,500,54,0,00,0,00,1,125,5,625,1,125,1,125,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Siegen,24,15,625,61,0,00,5,208,3,125,10,417,5,208,1,42,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
StadedenElbe-Weser-Raum,17,16,941,69,0,00,3,176,9,529,4,235,0,00,1,59,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
SüdlicherOberrhein,21,19,905,72,0,00,10,476,3,143,7,333,1,48,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Südthüringen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
SüdwestfälischeHagen,29,21,724,57,0,00,1,34,4,138,18,621,5,172,1,34,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Trier,16,12,750,64,0,00,1,63,4,250,11,688,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Ulm,14,12,857,71,1,71,2,143,7,500,4,286,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Wiesbaden,33,31,939,73,1,30,10,303,14,424,8,242,0,00,0,00,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Wuppertal-Solingen-Remscheid,27,26,963,73,1,37,8,296,11,407,6,222,0,00,1,37,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
Würzburg-Schweinfurt,16,11,688,61,0,00,3,188,2,125,7,438,3,188,1,63,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
bundesweit,3384,2814,832,68,79,23,675,199,1242,367,1062,314,249,74,77,23,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
diePfalzinLudwigshafenamRhein,18,12,667,58,0,00,2,111,3,167,8,444,4,222,1,56,"['Einrichten eines IT-gestützten Arbeitsplatzes', 'Planen und Umsetzen eines Projektes der Syste', 'Konzeption und Administration von IT-Systemen', 'Analyse und Entwicklung von Netzwerken', 'Wirtschafts- und Sozialkunde']"
